,_id,ltable_id,rtable_id,ltable_Title,ltable_Authors,ltable_Genres,ltable_Publishing Date,ltable_Pages,ltable_Publisher,ltable_Language,rtable_Title,rtable_Authors,rtable_Genres,rtable_Publishing Date,rtable_Pages,rtable_Publisher,rtable_Language
28953,28953,1267,914,Hungry For You : An Argeneau Novel,Lynsay Sands,Fantasy:Fantasy Books:Romance:Romance Books,06 Jul 2011,384,HarperCollins Publishers Inc,English,Hungry for You,Lynsay Sands,Romance;Paranormal Romance;Romance;Paranormal;Vampires;Fantasy;Paranormal,November 30th 2010,353,Avon,English
28998,28998,1207,915,Never Seduce A Scot : The Montgomerys and Armstrongs,Maya Banks,Romance:Romance Books:Historical Romance:Historical Romance,24 Oct 2012,336,Random House USA Inc,English,Never Seduce a Scot,Maya Banks,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,September 25th 2012,372,Ballantine Books,English
29032,29032,164,917,The Darkest Seduction,Gena Showalter,Fantasy:Fantasy Books:Romance:Romance Books,21 Feb 2012,384,Harlequin (UK),English,The Darkest Pleasure,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Demons;Fantasy;Romance,July 1st 2008,368,HQN Books,English
29033,29033,179,917,The Darkest Surrender,Gena Showalter,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Sep 2011,432,HarperCollins Publishers,English,The Darkest Pleasure,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Demons;Fantasy;Romance,July 1st 2008,368,HQN Books,English
29034,29034,212,917,The Darkest Secret,Gena Showalter,Romance:Romance Books,29 Mar 2011,416,HarperCollins Publishers,English,The Darkest Pleasure,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Demons;Fantasy;Romance,July 1st 2008,368,HQN Books,English
29035,29035,590,917,The Darkest Touch : A Spellbinding Paranormal Romance Novel,Gena Showalter,Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Mar 2015,496,Harlequin Books,English,The Darkest Pleasure,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Demons;Fantasy;Romance,July 1st 2008,368,HQN Books,English
29036,29036,603,917,The Darkest Whisper,Gena Showalter,Fantasy:Fantasy Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Aug 2009,416,HarperCollins Publishers,English,The Darkest Pleasure,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Demons;Fantasy;Romance,July 1st 2008,368,HQN Books,English
29040,29040,1061,917,The Darkest Craving,Gena Showalter,Romance:Romance Books,30 Jul 2013,466,Harlequin,English,The Darkest Pleasure,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Demons;Fantasy;Romance,July 1st 2008,368,HQN Books,English
29046,29046,2515,917,The Darkest Promise,Gena Showalter,Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Mar 2018,512,HQN,English,The Darkest Pleasure,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Demons;Fantasy;Romance,July 1st 2008,368,HQN Books,English
29248,29248,3517,925,Beauty from Surrender (Beauty Series #2),Georgia Cates,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,28 May 2013,350,Createspace Independent Publishing Platform,English,Beauty from Surrender,Georgia Cates,Romance;Romance;Contemporary Romance;Adult Fiction;Erotica;Contemporary;New Adult;Adult;Romance;Erotic Romance;Music;Did Not Finish;Womens Fiction;Chick Lit,May 30th 2013,277,Georgia Cates,
29265,29265,1684,927,A Night to Surrender,Tessa Dare,Contemporary Fiction:Historical Romance:Historical Romance,30 Aug 2011,400,HarperCollins Publishers Inc,English,A Night to Surrender,Tessa Dare,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,August 30th 2011,372,Avon,English
29270,29270,1939,927,Surrender of a Siren,Tessa Dare,Contemporary Fiction:Historical Romance:Historical Romance,25 Aug 2009,393,Random House USA Inc,English,A Night to Surrender,Tessa Dare,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,August 30th 2011,372,Avon,English
29438,29438,3517,932,Beauty from Surrender (Beauty Series #2),Georgia Cates,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,28 May 2013,350,Createspace Independent Publishing Platform,English,Beauty from Pain,Georgia Cates,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary;New Adult,January 29th 2013,338,Georgia Cates,English
29492,29492,2107,935,The Duke,Gaelen Foley,Romance:Romance Books:Historical Romance:Historical Romance,02 Jan 2001,400,Random House (Pty) Ltd South Africa,English,The Duke,Gaelen Foley,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,November 28th 2000,396,Ivy Books,English
29499,29499,83,937,The Perfect Hope : The Inn Boonsboro Trilogy,Nora Roberts,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Nov 2012,336,Penguin Putnam Inc,English,Irish trilogy collection,Nora Roberts;Patricia Daniels,Romance;Romance;Contemporary Romance;Fiction,June 10th 2003,None,Brilliance Audio,English
29530,29530,1087,937,Nora Roberts Circle Trilogy Box Set,Nora Roberts,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,31 Dec 2006,None,Penguin Putnam Inc,English,Irish trilogy collection,Nora Roberts;Patricia Daniels,Romance;Romance;Contemporary Romance;Fiction,June 10th 2003,None,Brilliance Audio,English
29532,29532,1098,937,Nora Roberts Sign of Seven Trilogy Box Set,Nora Roberts,Romance:Romance Books,01 Apr 2009,None,Penguin Putnam Inc,English,Irish trilogy collection,Nora Roberts;Patricia Daniels,Romance;Romance;Contemporary Romance;Fiction,June 10th 2003,None,Brilliance Audio,English
29556,29556,1446,937,The Key Trilogy : Key of Light/Key of Knowledge/Key of Valor,Nora Roberts,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Oct 2013,None,Penguin Putnam Inc,English,Irish trilogy collection,Nora Roberts;Patricia Daniels,Romance;Romance;Contemporary Romance;Fiction,June 10th 2003,None,Brilliance Audio,English
29597,29597,2994,937,Key of Light : Key Trilogy,Nora Roberts,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Nov 2003,352,Berkley Books,English,Irish trilogy collection,Nora Roberts;Patricia Daniels,Romance;Romance;Contemporary Romance;Fiction,June 10th 2003,None,Brilliance Audio,English
29768,29768,190,947,Once Burned : A Night Prince Novel,Jeaniene Frost,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,05 Jul 2012,384,HarperCollins Publishers Inc,English,Once Burned,Jeaniene Frost,Fantasy;Paranormal;Paranormal;Vampires;Romance;Paranormal Romance;Romance;Fantasy;Urban Fantasy;Fantasy,June 26th 2012,346,Avon,English
29919,29919,2759,952,Unteachable,Leah Raeder,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,23 Oct 2014,320,Atria Books,English,Unteachable,Leah Raeder,Contemporary;Romance;New Adult;Young Adult;Did Not Finish;Romance;Contemporary Romance,July 26th 2013,268,Velvet Pony Press,
30212,30212,949,968,Wicked Burn,Beth Kery,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 May 2012,329,Penguin Putnam Inc,English,Wicked Burn,Beth Kery,Adult Fiction;Erotica;Romance;Contemporary;Romance;Contemporary Romance;Romance;Erotic Romance;Erotica;Bdsm;Adult,December 2nd 2008,343,Berkley,English
30224,30224,852,969,Anything He Wants : Dominated by the Billionaire,Sara Fawkes,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Feb 2013,288,St Martin's Press,English,Anything He Wants,Sara Fawkes,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Contemporary;Romance;Contemporary Romance;Romance;Erotic Romance,November 27th 2012,288,St. Martin's Griffin,
30225,30225,3520,969,Anything He Wants & Castaway,Sara Fawkes,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,21 Oct 2014,661,St. Martin's Griffin,English,Anything He Wants,Sara Fawkes,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Contemporary;Romance;Contemporary Romance;Romance;Erotic Romance,November 27th 2012,288,St. Martin's Griffin,
30255,30255,2402,971,Velvet Promise,Jude Deveraux,Contemporary Fiction:Historical Romance:Historical Romance,01 Jan 1991,320,SIMON & SCHUSTER,English,Velvet Angel,Jude Deveraux,Romance;Romance;Historical Romance;Historical;Historical;Medieval;Historical;Historical Fiction,January 1st 1991,352,Pocket Books,English
30298,30298,442,975,To Sir Philip with Love,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,25 Aug 2009,372,HarperCollins Publishers Inc,English,To Sir Phillip; With Love,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,August 25th 2009,372,Avon,English
30308,30308,1607,975,To Sir Phillip With Love : Number 5 in series,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,01 Nov 2006,384,Little Brown Book Group,English,To Sir Phillip; With Love,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,August 25th 2009,372,Avon,English
30339,30339,2222,975,To Sir Phillip with Love,Julia Quinn,Historical Romance:Historical Romance,31 Jan 2017,400,AVON BOOKS,English,To Sir Phillip; With Love,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,August 25th 2009,372,Avon,English
30378,30378,1119,977,Blaze of Memory : Book 7,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,12 May 2011,400,Orion Publishing Co,English,Blaze of Memory,Nalini Singh;Angela Dawe,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Shapeshifters;Fantasy;Urban Fantasy,November 3rd 2009,373,Berkley,
30394,30394,1351,977,Blaze of Memory : A Psy-Changeling novel,Nalini Singh,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,06 Nov 2009,390,Penguin Putnam Inc,English,Blaze of Memory,Nalini Singh;Angela Dawe,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Shapeshifters;Fantasy;Urban Fantasy,November 3rd 2009,373,Berkley,
30415,30415,574,978,Bonds of Justice,Nalini Singh,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Dec 2010,358,Penguin Putnam Inc,English,Bonds of Justice,Nalini Singh,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Fantasy;Urban Fantasy;Paranormal;Shapeshifters,July 6th 2010,348,Berkley,English
30439,30439,1196,978,Bonds of Justice : Book 8,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,01 Jun 2011,368,Orion Publishing Co,English,Bonds of Justice,Nalini Singh,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Fantasy;Urban Fantasy;Paranormal;Shapeshifters,July 6th 2010,348,Berkley,English
30491,30491,689,982,Law Man,Kristen Ashley,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,17 Dec 2013,532,Little Brown & Company,English,Law Man,Kristen Ashley,Romance;Romance;Contemporary Romance;Contemporary,February 4th 2012,535,,
30569,30569,3446,984,Mine to Hold,Shayla Black,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Dec 2013,337,Penguin Putnam Inc,English,Mine to Hold,Shayla Black,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Erotic Romance,June 5th 2012,221,Berkley Heat,English
30637,30637,1163,990,Under a Vampire Moon,Lynsay Sands,Fantasy:Fantasy Books:Romance:Romance Books,18 May 2012,351,HarperCollins Publishers Inc,English,Vampire; Interrupted,Lynsay Sands,Paranormal;Vampires;Fantasy;Paranormal;Romance;Romance;Paranormal Romance,February 26th 2008,370,Avon,English
30645,30645,1404,990,One Lucky Vampire,Lynsay Sands,Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,18 Oct 2013,372,HarperCollins Publishers Inc,English,Vampire; Interrupted,Lynsay Sands,Paranormal;Vampires;Fantasy;Paranormal;Romance;Romance;Paranormal Romance,February 26th 2008,370,Avon,English
30665,30665,2611,990,Runaway Vampire,Lynsay Sands,Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,23 Feb 2016,363,AVON BOOKS,English,Vampire; Interrupted,Lynsay Sands,Paranormal;Vampires;Fantasy;Paranormal;Romance;Romance;Paranormal Romance,February 26th 2008,370,Avon,English
30760,30760,1615,994,A Room with a View,E M Forster:David Leavitt,Contemporary Fiction:Classic Books & Novels:Historical Romance:Historical Romance,01 Sep 2009,224,Penguin Putnam Inc,English,A Room with a View,E.M. Forster,Classics;Fiction;Romance;Literature;Historical;Historical Fiction,January 1st 2005,119,Digireads.com,English
30761,30761,1085,994,A Room with a View,E. M. Forster:Malcolm Bradbury,Contemporary Fiction:Classic Books & Novels:Romance:Romance Books:People & Places,31 Aug 2006,240,Penguin Books Ltd,English,A Room with a View,E.M. Forster,Classics;Fiction;Romance;Literature;Historical;Historical Fiction,January 1st 2005,119,Digireads.com,English
30783,30783,3739,995,"Sexy Beast: Sexy Beast VI WITH ""Chanku Honor"" AND ""Wings of the Swan"" AND ""Animal Instinct"" No. 6",Kate Douglas:Anya Howard:Lydia Parks,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Short Story Books,07 Apr 2009,256,Kensington Publishing,English,Mackenzies Bundle: Mackenzie's Mountain / Mackenzie's Mission / Mackenzie's Pleasure / A Game of Chance,Linda Howard,Romance;Romance;Contemporary Romance,October 1st 2006,1062,HQN,
30913,30913,3940,998,Twisted Together,Pepper Winters,Contemporary Fiction:Erotic Fiction,01 Jun 2014,572,Createspace Independent Publishing Platform,English,Twisted Together,Pepper Winters,Dark;Erotica;Bdsm;Romance;Adult Fiction;Erotica;Sociology;Abuse,June 1st 2014,574,CreateSpace Independent Publishing Platform,
30978,30978,2897,1001,Tangled Up in You,Rachel Gibson,Adult & Contemporary Romance:Adult & Contemporary Romance,08 Jul 2011,364,HarperCollins Publishers Inc,English,Tangled Up In You,Rachel Gibson,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit,July 31st 2007,364,Avon,English
31059,31059,3281,1004,Blindfolded Innocence,Alessandra Torre,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Jan 2014,299,Harlequin,English,Blindfolded Innocence,Alessandra Torre,Romance;Adult Fiction;Erotica;Contemporary;Erotica;Bdsm;Romance;Contemporary Romance;Adult,July 19th 2012,307,,
31060,31060,3549,1004,The End of the Innocence,Alessandra Torre,Erotic Fiction,23 Mar 2014,448,Dca Inc.,English,Blindfolded Innocence,Alessandra Torre,Romance;Adult Fiction;Erotica;Contemporary;Erotica;Bdsm;Romance;Contemporary Romance;Adult,July 19th 2012,307,,
31062,31062,3833,1004,End of Innocence - Aussie,Alessandra Torre,Erotic Fiction,18 Apr 2014,462,Dca Inc.,English,Blindfolded Innocence,Alessandra Torre,Romance;Adult Fiction;Erotica;Contemporary;Erotica;Bdsm;Romance;Contemporary Romance;Adult,July 19th 2012,307,,
31118,31118,2800,1006,Unlawful Contact,Pamela Clare,Crime:Crime Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Apr 2008,389,Penguin Putnam Inc,English,Unlawful Contact,Pamela Clare,Romance;Romantic Suspense;Romance;Romance;Contemporary Romance;Suspense;Contemporary,April 1st 2008,375,Berkley Sensation,English
31140,31140,443,1007,All About Love,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance,15 Sep 2011,408,HarperCollins Publishers Inc,English,A Secret Love,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,July 3rd 2000,400,Avon,English
31142,31142,445,1007,A Secret Love,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,27 Sep 2000,374,HarperCollins Publishers Inc,English,A Secret Love,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,July 3rd 2000,400,Avon,English
31165,31165,1549,1007,The Truth About Love,Stephanie Laurens,Historical Romance:Historical Romance,12 Feb 2007,430,HarperCollins Publishers Inc,English,A Secret Love,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,July 3rd 2000,400,Avon,English
31179,31179,1802,1007,A Secret Love : Number 5 in series,Stephanie Laurens,Historical Romance:Historical Romance,01 Apr 2007,432,Little Brown Book Group,English,A Secret Love,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,July 3rd 2000,400,Avon,English
31186,31186,1942,1007,Mastered By Love : Number 8 in series,Stephanie Laurens,Historical Romance:Historical Romance,06 Aug 2009,448,Little Brown Book Group,English,A Secret Love,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,July 3rd 2000,400,Avon,English
31201,31201,2352,1007,All About Love : Number 6 in series,Stephanie Laurens,Historical Romance:Historical Romance,01 Sep 2007,512,Little Brown Book Group,English,A Secret Love,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,July 3rd 2000,400,Avon,English
31225,31225,2371,1007,The Secret History of the Pink Carnation,Lauren Willig,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,01 Jul 2009,432,ALLISON & BUSBY,English,A Secret Love,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,July 3rd 2000,400,Avon,English
31305,31305,3386,1011,Reaper's Property,Joanna Wylde,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Aug 2016,None,Fat Robin Press,English,Reaper's Property,Joanna Wylde,Romance;Adult Fiction;Erotica;Contemporary;Romance;Contemporary Romance,January 9th 2013,306,Ellora's Cave Publishing Inc.,
31316,31316,295,1013,A Night Like This,Julia Quinn,Historical Romance:Historical Romance,23 Mar 2015,373,HarperCollins Publishers Inc,English,A Night Like This,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,May 29th 2012,373,Avon,English
31317,31317,296,1013,The Lady Most Likely... : A Novel in Three Parts,Julia Quinn:Eloisa James:Connie Brockway,Historical Romance:Historical Romance,11 Jul 2011,372,HarperCollins Publishers Inc,English,A Night Like This,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,May 29th 2012,373,Avon,English
31347,31347,1758,1013,A Night Like This : Number 2 in series,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,29 May 2012,384,Little Brown Book Group,English,A Night Like This,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,May 29th 2012,373,Avon,English
31382,31382,398,1015,A Rogue by Any Other Name : The First Rule of Scoundrels,Sarah MacLean,Romance:Romance Books:Historical Romance:Historical Romance,05 Mar 2012,400,HarperCollins Publishers Inc,English,A Rogue by Any Other Name,Sarah MacLean,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Adult,February 28th 2012,386,Avon,English
31425,31425,1687,1017,Mr. Impossible,Loretta Chase,Contemporary Fiction:Adventure Books:Historical Romance:Historical Romance,03 Mar 2005,320,Penguin Putnam Inc,English,Mr. Impossible,Loretta Chase,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Fiction,March 1st 2005,320,Berkley Sensation,English
31523,31523,1011,1024,Pleasure of a Dark Prince,Kresley Cole,Romance:Romance Books,01 Apr 2010,352,SIMON & SCHUSTER,English,Poison Princess,Kresley Cole,Young Adult;Fantasy;Fantasy;Paranormal;Romance;Science Fiction;Dystopia,October 2nd 2012,369,Simon & Schuster,English
31570,31570,638,1027,After,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Apr 2015,592,SIMON & SCHUSTER,English,After Ever Happy,Anna Todd,Romance;New Adult;Contemporary,February 24th 2015,512,Gallery Books,English
31575,31575,1134,1027,After Ever Happy,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Mar 2015,512,SIMON & SCHUSTER,English,After Ever Happy,Anna Todd,Romance;New Adult;Contemporary,February 24th 2015,512,Gallery Books,English
31587,31587,2544,1027,After,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,12 Jun 2015,592,SIMON & SCHUSTER,English,After Ever Happy,Anna Todd,Romance;New Adult;Contemporary,February 24th 2015,512,Gallery Books,English
31588,31588,2557,1027,After We Fell,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Mar 2015,848,SIMON & SCHUSTER,English,After Ever Happy,Anna Todd,Romance;New Adult;Contemporary,February 24th 2015,512,Gallery Books,English
31591,31591,3054,1027,After Ever Happy,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Apr 2015,512,SIMON & SCHUSTER,English,After Ever Happy,Anna Todd,Romance;New Adult;Contemporary,February 24th 2015,512,Gallery Books,English
31632,31632,939,1029,The Unidentified Redhead,Alice Clayton,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,24 Oct 2013,336,SIMON & SCHUSTER,English,The Redhead Revealed,Alice Clayton,Romance;Romance;Contemporary Romance;Humor;Funny;Womens Fiction;Chick Lit;Contemporary;Adult,September 28th 2010,228,,English
31639,31639,3067,1029,The Redhead Revealed,Alice Clayton,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Nov 2013,320,SIMON & SCHUSTER,English,The Redhead Revealed,Alice Clayton,Romance;Romance;Contemporary Romance;Humor;Funny;Womens Fiction;Chick Lit;Contemporary;Adult,September 28th 2010,228,,English
31677,31677,3871,1031,Secrets Volume 18 Dark Passions : The Best in Romantic Erotic Romance,Larissa Ione:Rae Monet:Linda Gayle:Cynthia Eden,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Dec 2006,316,Red Sage Publishing Inc.,English,Passion Unleashed,Larissa Ione,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Paranormal;Vampires;Fantasy,March 31st 2009,454,Forever,English
31682,31682,638,1032,After,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Apr 2015,592,SIMON & SCHUSTER,English,After,Anna Todd,Romance;New Adult;Contemporary;Young Adult,October 21st 2014,582,Gallery Books,English
31687,31687,1134,1032,After Ever Happy,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Mar 2015,512,SIMON & SCHUSTER,English,After,Anna Todd,Romance;New Adult;Contemporary;Young Adult,October 21st 2014,582,Gallery Books,English
31699,31699,2544,1032,After,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,12 Jun 2015,592,SIMON & SCHUSTER,English,After,Anna Todd,Romance;New Adult;Contemporary;Young Adult,October 21st 2014,582,Gallery Books,English
31703,31703,3054,1032,After Ever Happy,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Apr 2015,512,SIMON & SCHUSTER,English,After,Anna Todd,Romance;New Adult;Contemporary;Young Adult,October 21st 2014,582,Gallery Books,English
31774,31774,1309,1036,The Liar,Nora Roberts,Contemporary Fiction:Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Apr 2016,467,Berkley Books,English,The Liar,Nora Roberts,Mystery;Contemporary;Suspense;Romance;Contemporary Romance;Romance,April 14th 2015,501,Berkley,English
31857,31857,3529,1038,Knight and Play,Kitty French,Erotic Fiction,26 Sep 2013,224,Createspace,English,Knight & Play,Kitty French,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Contemporary Romance;Contemporary,November 23rd 2012,210,Amazon Digital Services,
31858,31858,3554,1038,Knight and Stay,Kitty French,Erotic Fiction,26 Sep 2013,211,Createspace Independent Publishing Platform,English,Knight & Play,Kitty French,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Contemporary Romance;Contemporary,November 23rd 2012,210,Amazon Digital Services,
31862,31862,1918,1039,Defiant,Pamela Clare,Historical Romance:Historical Romance:Historical Fiction,03 Jul 2012,367,Penguin Putnam Inc,English,Defiant,Pamela Clare,Romance;Historical Romance;Historical;Romance;Historical;Historical Fiction,July 3rd 2012,364,Berkley Sensation,English
31952,31952,1264,1043,Like Water for Chocolate : A Novel in Monthly Installments with Recipes Romances and Home Remedies,Laura Esquivel,Contemporary Fiction:Romance:Romance Books,01 Nov 1995,256,Bantam Doubleday Dell Publishing Group Inc,English,The Chocolate Touch,Laura Florand,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Adult;Fiction,July 30th 2013,298,Kensington,
31984,31984,2033,1045,Angel Creek,Linda Howard,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,01 Jan 1998,352,SIMON & SCHUSTER,English,Death Angel,Linda Howard,Romance;Romance;Romantic Suspense;Suspense;Contemporary;Romance;Contemporary Romance;Mystery,July 1st 2008,341,Ballantine,English
31994,31994,3000,1045,Death Angel,Linda Howard,Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Apr 2009,377,Random House USA Inc,English,Death Angel,Linda Howard,Romance;Romance;Romantic Suspense;Suspense;Contemporary;Romance;Contemporary Romance;Mystery,July 1st 2008,341,Ballantine,English
32013,32013,293,1048,The Girl With the Make-Believe Husband : A Bridgertons Prequel,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,14 Jun 2017,374,HarperCollins Publishers Inc,English,The Bridgertons: Happily Ever After,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,April 2nd 2013,374,HarperCollins,English
32016,32016,334,1048,Because of Miss Bridgerton,Julia Quinn,Historical Romance:Historical Romance,07 Apr 2016,384,HarperCollins Publishers Inc,English,The Bridgertons: Happily Ever After,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,April 2nd 2013,374,HarperCollins,English
32021,32021,431,1048,The Bridgertons: Happily Ever After,Julia Quinn,Historical Romance:Historical Romance,01 Apr 2013,384,Little Brown Book Group,English,The Bridgertons: Happily Ever After,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,April 2nd 2013,374,HarperCollins,English
32022,32022,439,1048,Romancing Mr Bridgerton : Number 4 in series,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,25 Aug 2006,384,Little Brown Book Group,English,The Bridgertons: Happily Ever After,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,April 2nd 2013,374,HarperCollins,English
