,_id,ltable_id,rtable_id,ltable_Title,ltable_Authors,ltable_Genres,ltable_Publishing Date,ltable_Pages,ltable_Publisher,ltable_Language,rtable_Title,rtable_Authors,rtable_Genres,rtable_Publishing Date,rtable_Pages,rtable_Publisher,rtable_Language
4018,4018,1617,125,Flowers from the Storm,Laura Kinsale,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,02 Sep 2011,471,HarperCollins Publishers Inc,English,Flowers from the Storm,Laura Kinsale,Romance;Historical Romance;Romance;Historical;Historical Fiction;Historical,May 27th 2003,533,Avon,English
4060,4060,2721,127,Archer's Voice,Mia Sheridan,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Feb 2018,400,FOREVER,English,Archer's Voice,Mia Sheridan,Romance;New Adult;Contemporary;Romance;Contemporary Romance;Adult,November 1st 2016,345,Forever,English
4061,4061,576,128,The Marriage Trap,Jennifer Probst,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Oct 2012,288,SIMON & SCHUSTER,English,The Marriage Bargain,Jennifer Probst,Romance;Romance;Contemporary Romance;Contemporary;Adult;Womens Fiction;Chick Lit;Adult Fiction;Erotica;New Adult;Fiction;Humor;Funny;Love,February 14th 2012,160,Entangled Publishing (Indulgence),English
4062,4062,594,128,The Marriage Mistake,Jennifer Probst,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Nov 2012,338,SIMON & SCHUSTER,English,The Marriage Bargain,Jennifer Probst,Romance;Romance;Contemporary Romance;Contemporary;Adult;Womens Fiction;Chick Lit;Adult Fiction;Erotica;New Adult;Fiction;Humor;Funny;Love,February 14th 2012,160,Entangled Publishing (Indulgence),English
4063,4063,2498,128,The Marriage Merger,Jennifer Probst,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Aug 2013,400,SIMON & SCHUSTER,English,The Marriage Bargain,Jennifer Probst,Romance;Romance;Contemporary Romance;Contemporary;Adult;Womens Fiction;Chick Lit;Adult Fiction;Erotica;New Adult;Fiction;Humor;Funny;Love,February 14th 2012,160,Entangled Publishing (Indulgence),English
4076,4076,516,128,Lady Isabella's Scandalous Marriage,Jennifer Ashley,Historical Romance:Historical Romance,20 Mar 2013,325,Penguin Putnam Inc,English,The Marriage Bargain,Jennifer Probst,Romance;Romance;Contemporary Romance;Contemporary;Adult;Womens Fiction;Chick Lit;Adult Fiction;Erotica;New Adult;Fiction;Humor;Funny;Love,February 14th 2012,160,Entangled Publishing (Indulgence),English
4105,4105,2672,129,Extreme Exposure,Pamela Clare,Political & Legal:Political & Legal:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Aug 2005,342,Penguin Putnam Inc,English,Extreme Exposure,Pamela Clare,Romance;Romantic Suspense;Romance;Romance;Contemporary Romance;Suspense;Contemporary,August 2nd 2005,335,Berkley,English
4110,4110,362,130,Something Wonderful,Judith McNaught,Romance:Romance Books:Historical Romance:Historical Romance,01 Jan 2001,418,SIMON & SCHUSTER,English,Something Wonderful,Judith McNaught,Romance;Historical Romance;Historical;Romance;Historical;Regency;Historical;Historical Fiction;Fiction,January 1st 1991,418,Pocket Books,English
4124,4124,3776,132,Amante Consagrado #6 / Lover Enshrined #6,JR Ward,Horror:Horror:Erotic Fiction:Romance:Romance Books,26 Jan 2016,586,DEBOLSILLO,Spanish,Lover Mine,J.R. Ward,Romance;Paranormal Romance;Paranormal;Vampires;Romance;Fantasy,April 27th 2010,528,NAL,English
4126,4126,774,133,Captive in the Dark : The Dark Duet,Cj Roberts,Erotic Fiction,18 Jun 2013,205,Neurotica Books,English,Captive in the Dark,C.J. Roberts,Dark;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Adult;Contemporary;Sociology;Abuse;New Adult;Romance;Contemporary Romance;Romance;Erotic Romance,July 20th 2011,276,CJ Roberts,
4242,4242,426,134,The Secret,Julie Garwood,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,07 Sep 1999,384,SIMON & SCHUSTER,English,The Secret,Julie Garwood,Romance;Historical Romance;Historical;Romance;Historical;Historical Fiction;Historical;Medieval,May 1st 1992,379,Pocket Books,English
4297,4297,606,135,Jewels of the Sun,Nora Roberts,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,19 Mar 2001,384,Penguin Putnam Inc,English,Jewels of the Sun,Nora Roberts,Romance;Romance;Contemporary Romance;Fiction;Fantasy;Contemporary,November 1st 1999,347,Jove,English
4393,4393,310,136,Redeeming Love,Francine Rivers,Romance:Romance Books:Historical Romance:Historical Romance:Religious & Spiritual Fiction,09 May 2005,479,Multnomah Press,English,Redeeming Love,Francine Rivers,Religion;Novels;Christian,May 9th 2005,464,Multnomah,English
4395,4395,2217,136,Redeeming Love,Francine Rivers,Romance:Romance Books:Historical Romance:Historical Romance:Religious & Spiritual Fiction:Christian Life & Practice,16 Oct 2007,479,Crown Publishing Group,English,Redeeming Love,Francine Rivers,Religion;Novels;Christian,May 9th 2005,464,Multnomah,English
4400,4400,176,137,Married by Morning : One night can change everything . . .,Lisa Kleypas,Historical Romance:Historical Romance,27 Dec 2010,341,St Martin's Press,English,Secrets of a Summer Night,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Adult,November 28th 2006,384,Avon,English
4404,4404,289,137,Secrets of a Summer Night,Lisa Kleypas,Historical Romance:Historical Romance,29 Dec 2015,384,HarperCollins Publishers Inc,English,Secrets of a Summer Night,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Adult,November 28th 2006,384,Avon,English
4439,4439,2339,137,Secrets Of A Summer Night : Number 1 in series,Lisa Kleypas,Historical Romance:Historical Romance:Historical Fiction,03 Jun 2010,352,Little Brown Book Group,English,Secrets of a Summer Night,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Adult,November 28th 2006,384,Avon,English
4550,4550,1443,139,Perfect,Judith McNaught,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Jun 2017,677,Simon & Schuster Ltd,English,Perfect,Judith McNaught,Romance;Romance;Contemporary Romance;Contemporary;Fiction;Romance;Historical Romance,December 1st 2002,704,Pocket Books,English
4567,4567,273,141,Hello Stranger : The Ravenels Book 4,Lisa Kleypas,Romance:Romance Books:Historical Romance:Historical Romance,27 Feb 2018,400,AVON BOOKS,English,Smooth Talking Stranger,Lisa Kleypas,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Adult,March 31st 2009,340,St. Martin's Press,English
4589,4589,1573,141,When Strangers Marry,Lisa Kleypas,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,11 Jul 2011,390,HarperCollins Publishers Inc,English,Smooth Talking Stranger,Lisa Kleypas,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Adult,March 31st 2009,340,St. Martin's Press,English
4590,4590,1700,141,Stranger in My Arms,Lisa Kleypas,Romance:Romance Books:Historical Romance:Historical Romance,08 Jul 2011,368,HarperCollins Publishers Inc,English,Smooth Talking Stranger,Lisa Kleypas,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Adult,March 31st 2009,340,St. Martin's Press,English
4602,4602,2280,141,Hello Stranger,Lisa Kleypas,Historical Romance:Historical Romance,27 Feb 2018,400,Little Brown Book Group,English,Smooth Talking Stranger,Lisa Kleypas,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Adult,March 31st 2009,340,St. Martin's Press,English
4604,4604,2469,141,Smooth Talking Stranger,Lisa Kleypas,Adult & Contemporary Romance:Adult & Contemporary Romance,20 Oct 2010,372,St Martin's Press,English,Smooth Talking Stranger,Lisa Kleypas,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Adult,March 31st 2009,340,St. Martin's Press,English
4685,4685,428,145,Lord of Scoundrels,Loretta Chase,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,08 Jul 2011,384,HarperCollins Publishers Inc,English,Lord of Scoundrels,Loretta Chase,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Fiction,January 1995,375,Avon Books,English
4700,4700,2192,145,Lord Perfect : Number 3 in series,Loretta Chase,Historical Romance:Historical Romance,07 Jun 2007,320,Little Brown Book Group,English,Lord of Scoundrels,Loretta Chase,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Fiction,January 1995,375,Avon Books,English
4710,4710,78,147,Rebecca,Daphne du Maurier,Contemporary Fiction:Classic Books & Novels:Romance:Romance Books,08 Jul 2011,380,HarperCollins Publishers Inc,English,Rebecca,Daphne du Maurier,Classics;Fiction;Mystery;Romance;Gothic;Historical;Historical Fiction,December 17th 2013,449,Little; Brown and Company,English
4715,4715,175,148,Darkfever : Fever Series Book 1,Karen Marie Moning,Horror:Horror:Romance:Romance Books:Historical Romance:Historical Romance,01 Sep 2007,349,Bantam Doubleday Dell Publishing Group Inc,English,Darkfever,Karen Marie Moning,Fantasy;Fantasy;Urban Fantasy;Fantasy;Paranormal;Romance;Romance;Paranormal Romance;Fairies;Fae;Adult;Fiction,October 31st 2006,309,Delacorte Press,English
4728,4728,1203,148,Darkfever,Karen Marie Moning,Fantasy:Fantasy Books:Romance:Romance Books,08 Sep 2011,368,Orion Publishing Co,English,Darkfever,Karen Marie Moning,Fantasy;Fantasy;Urban Fantasy;Fantasy;Paranormal;Romance;Romance;Paranormal Romance;Fairies;Fae;Adult;Fiction,October 31st 2006,309,Delacorte Press,English
4777,4777,726,149,The Mortal Instruments 1: City of Bones,Cassandra Clare,Fantasy:Fantasy Books:Romance:Romance Books:Fantasy Books for Kids:Romance Books for Teenagers,09 Nov 2017,528,Walker Books Ltd,English,City of Fallen Angels,Cassandra Clare,Fantasy;Young Adult;Fantasy;Paranormal;Romance,April 5th 2011,424,Simon & Schuster Children's; Margaret K. McElderry Books,English
4897,4897,2484,152,Heaven Texas,Susan Elizabeth Phillips,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,11 Jul 2011,371,HarperCollins Publishers Inc,English,Heaven; Texas,Susan Elizabeth Phillips,Romance;Romance;Contemporary Romance;Contemporary;Sports and Games;Sports;Womens Fiction;Chick Lit;Contemporary Romance;Sports Romance,April 1st 1995,384,Avon,English
4933,4933,293,153,The Girl With the Make-Believe Husband : A Bridgertons Prequel,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,14 Jun 2017,374,HarperCollins Publishers Inc,English,Romancing Mister Bridgerton,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,July 2nd 2002,370,Avon,English
4936,4936,334,153,Because of Miss Bridgerton,Julia Quinn,Historical Romance:Historical Romance,07 Apr 2016,384,HarperCollins Publishers Inc,English,Romancing Mister Bridgerton,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,July 2nd 2002,370,Avon,English
4941,4941,431,153,The Bridgertons: Happily Ever After,Julia Quinn,Historical Romance:Historical Romance,01 Apr 2013,384,Little Brown Book Group,English,Romancing Mister Bridgerton,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,July 2nd 2002,370,Avon,English
4942,4942,439,153,Romancing Mr Bridgerton : Number 4 in series,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,25 Aug 2006,384,Little Brown Book Group,English,Romancing Mister Bridgerton,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,July 2nd 2002,370,Avon,English
4947,4947,508,153,The Bridgertons : Happily Ever After,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,17 May 2013,374,HarperCollins Publishers Inc,English,Romancing Mister Bridgerton,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,July 2nd 2002,370,Avon,English
4949,4949,522,153,The Other Miss Bridgerton,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,23 Jul 2018,384,HarperCollins Publishers Inc,English,Romancing Mister Bridgerton,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,July 2nd 2002,370,Avon,English
4973,4973,1847,153,Because of Miss Bridgerton,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,01 Apr 2016,384,Little Brown Book Group,English,Romancing Mister Bridgerton,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,July 2nd 2002,370,Avon,English
4982,4982,2061,153,Romancing Mister Bridgerton,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,24 Nov 2015,408,AVON BOOKS,English,Romancing Mister Bridgerton,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,July 2nd 2002,370,Avon,English
5010,5010,341,154,Seduce ME at Sunrise,Lisa Kleypas,Historical Romance:Historical Romance,13 Apr 2011,376,St. Martin's Press,English,Seduce Me at Sunrise,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,September 30th 2008,360,St. Martin's Paperbacks,English
5029,5029,1967,154,Seduce Me At Sunrise : Number 2 in series,Lisa Kleypas,Historical Romance:Historical Romance,02 Oct 2008,368,Little Brown Book Group,English,Seduce Me at Sunrise,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,September 30th 2008,360,St. Martin's Paperbacks,English
5061,5061,124,156,I've Got Your Number,Sophie Kinsella,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Apr 2013,464,Transworld Publishers Ltd,English,I've Got Your Number,Sophie Kinsella,Womens Fiction;Chick Lit;Romance;Contemporary Romance;Humor;Funny;Romance;Audiobook;Adult Fiction;Contemporary;Humor;Humor;Comedy;Fiction,February 14th 2012,433,The Dial Press,English
5080,5080,2918,156,I've Got Your Number,Sophie Kinsella,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Apr 2013,464,Transworld Publishers Ltd,English,I've Got Your Number,Sophie Kinsella,Womens Fiction;Chick Lit;Romance;Contemporary Romance;Humor;Funny;Romance;Audiobook;Adult Fiction;Contemporary;Humor;Humor;Comedy;Fiction,February 14th 2012,433,The Dial Press,English
5099,5099,229,157,One Day,David Nicholls,Contemporary Fiction:Romance:Romance Books,15 Jun 2010,437,Random House USA Inc,English,One Day,David Nicholls,Fiction;Romance;Contemporary;Womens Fiction;Chick Lit,June 11th 2009,435,Hodder & Stoughton,English
5110,5110,2482,157,One Day,David Nicholls,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,24 May 2011,437,Random House USA Inc,English,One Day,David Nicholls,Fiction;Romance;Contemporary;Womens Fiction;Chick Lit,June 11th 2009,435,Hodder & Stoughton,English
5252,5252,614,160,Dance upon the Air,Nora Roberts,Contemporary Fiction:Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Jul 2011,496,Penguin Putnam Inc,English,Dance Upon the Air,Nora Roberts,Romance;Fantasy;Paranormal;Fantasy;Fiction;Romance;Contemporary Romance;Romance;Paranormal Romance,August 2nd 2001,400,Piatkus,English
5351,5351,642,161,Tangled,Emma Chase,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Jan 2014,256,SIMON & SCHUSTER,English,Tangled,Emma Chase,Romance;Contemporary;Romance;Contemporary Romance;New Adult;Humor;Funny;Adult,August 2nd 2013,254,Gallery Books,
5384,5384,1611,162,The Wolf and the Dove,Kathleen E. Woodiwiss,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,02 Sep 2011,512,HarperCollins Publishers Inc,English,The Wolf and the Dove,Kathleen E. Woodiwiss,Romance;Romance;Historical Romance;Historical;Historical;Medieval;Historical;Historical Fiction,August 28th 2007,512,Avon,English
5420,5420,375,165,Almost Heaven,Judith McNaught,Historical Romance:Historical Romance,01 Jun 1991,517,SIMON & SCHUSTER,English,Almost Heaven,Judith McNaught,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,January 1st 1999,544,Pocket Books,English
5428,5428,56,166,Ugly Love,Colleen Hoover,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Aug 2014,324,SIMON & SCHUSTER,English,Ugly Love,Colleen Hoover,Romance;Contemporary Romance;Fiction,August 5th 2014,337,Atria Books,
5438,5438,565,166,Ugly Love,Colleen Hoover,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Aug 2014,352,Simon & Schuster Ltd,English,Ugly Love,Colleen Hoover,Romance;Contemporary Romance;Fiction,August 5th 2014,337,Atria Books,
5464,5464,1458,167,Ransom,Julie Garwood,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,07 Mar 2000,546,SIMON & SCHUSTER,English,Ransom,Julie Garwood,Romance;Historical Romance;Romance;Historical;Historical;Medieval;Historical;Historical Fiction;Fiction;Cultural;Scotland;Adult;Historical Romance;Medieval Romance;Humor;Funny,December 27th 2002,546,Pocket Books,English
5509,5509,301,171,It Happened One Autumn : The Wallflowers Book 2,Lisa Kleypas,Historical Romance:Historical Romance,26 Jan 2016,391,HarperCollins Publishers Inc,English,It Happened One Autumn,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,September 27th 2005,382,Avon,English
5589,5589,481,174,The Wedding,Julie Garwood,Historical Romance:Historical Romance,07 Apr 1997,352,SIMON & SCHUSTER,English,The Wedding,Julie Garwood,Romance;Historical Romance;Historical;Romance;Historical;Medieval;Historical;Historical Fiction,January 1st 2003,384,Pocket Books,English
5642,5642,1136,175,Fantasy Lover,Sherrilyn Kenyon,Romance:Romance Books,30 Apr 2010,307,St Martin's Press,English,Fantasy Lover,Sherrilyn Kenyon,Romance;Romance;Paranormal Romance;Fantasy;Paranormal;Fantasy;Fantasy;Urban Fantasy;Adult,February 18th 2002,337,St. Martin's Press,English
5667,5667,2559,178,Real,Katy Evans,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,12 Sep 2013,320,SIMON & SCHUSTER,English,Real,Katy Evans,Romance;Contemporary;Romance;Contemporary Romance;Sports and Games;Sports;Warfare;Fighters,April 8th 2013,293,Smashwords,English
5691,5691,1262,179,The Chocolate Lovers' Christmas,Carole Matthews,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Sep 2016,496,Little Brown Book Group,English,Like Water for Chocolate,Laura Esquivel;Thomas  Christensen;Carol Christensen,Fiction;Romance;Magical Realism;Historical;Historical Fiction;Classics;Fantasy;Food and Drink;Food,October 1st 1996,221,Random House Black Swan,English
5847,5847,1264,179,Like Water for Chocolate : A Novel in Monthly Installments with Recipes Romances and Home Remedies,Laura Esquivel,Contemporary Fiction:Romance:Romance Books,01 Nov 1995,256,Bantam Doubleday Dell Publishing Group Inc,English,Like Water for Chocolate,Laura Esquivel;Thomas  Christensen;Carol Christensen,Fiction;Romance;Magical Realism;Historical;Historical Fiction;Classics;Fantasy;Food and Drink;Food,October 1st 1996,221,Random House Black Swan,English
5866,5866,553,183,The Sea of Tranquility : A Novel,Katja Millay,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Jun 2013,448,Atria Books,English,The Sea of Tranquility,Katja Millay,Young Adult;Romance;Contemporary;Sociology;Abuse;Fiction;New Adult,November 13th 2012,426,Atria Books,
5869,5869,2838,184,Love Unrehearsed : The Love Series Book 2,Tina Reber,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Mar 2013,448,Atria Books,English,Love Unrehearsed,Tina Reber,Romance;Romance;Contemporary Romance;Contemporary;New Adult;Adult,September 14th 2012,448,Atria Books,
5918,5918,2722,186,The Bridges of Madison County,Robert James Waller,Contemporary Fiction:Classic Books & Novels:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Fiction,28 Jan 2014,185,Grand Central Publishing,English,The Bridges of Madison County,Robert James Waller,Fiction;Romance;Classics;Womens Fiction;Chick Lit;Contemporary,September 1st 1995,224,Grand Central Publishing,English
5956,5956,3323,186,Tales of Erotic Encounters : X-Rated Short Stories,Robert Birch,Erotic Fiction,27 Jan 2009,114,Createspace,English,The Bridges of Madison County,Robert James Waller,Fiction;Romance;Classics;Womens Fiction;Chick Lit;Contemporary,September 1st 1995,224,Grand Central Publishing,English
5968,5968,102,187,Dear John,Nicholas Sparks,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Dec 2009,335,Time Warner Trade Publishing,English,Dear John,Nicholas Sparks,Romance;Fiction;Womens Fiction;Chick Lit;Contemporary;Adult;Adult Fiction;Love;Young Adult;Drama;Romance;Contemporary Romance,October 30th 2006,276,Warner Books,English
5981,5981,1505,187,Dear John,Nicholas Sparks,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Jul 2008,335,Time Warner Trade Publishing,English,Dear John,Nicholas Sparks,Romance;Fiction;Womens Fiction;Chick Lit;Contemporary;Adult;Adult Fiction;Love;Young Adult;Drama;Romance;Contemporary Romance,October 30th 2006,276,Warner Books,English
6058,6058,2621,189,Dream A Little Dream,Susan Elizabeth Phillips,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,31 Dec 1999,390,HarperCollins Publishers Inc,English,Dream a Little Dream,Susan Elizabeth Phillips,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Sports and Games;Sports,February 1st 1998,400,Avon,English
6102,6102,722,190,Northanger Abbey (Vintage Classics Austen Series),Jane Austen:P. D. James,Classic Books & Novels:Romance:Romance Books,01 Nov 2014,304,Vintage Publishing,English,Northanger Abbey,Jane Austen;Alfred MacAdam,Classics;Fiction;Romance;Historical;Historical Fiction,March 3rd 2005,251,Barnes & Noble Classics,English
6103,6103,2405,190,The Annotated Northanger Abbey,David M. Shapard:Jane Austen,Contemporary Fiction:Classic Books & Novels:Historical Romance:Historical Romance,16 Oct 2013,684,Random House USA Inc,English,Northanger Abbey,Jane Austen;Alfred MacAdam,Classics;Fiction;Romance;Historical;Historical Fiction,March 3rd 2005,251,Barnes & Noble Classics,English
6118,6118,1767,190,Northanger Abbey,Jane Austen,Contemporary Fiction:Classic Books & Novels:Historical Romance:Historical Romance,03 Oct 2000,192,Dover Publications Inc.,English,Northanger Abbey,Jane Austen;Alfred MacAdam,Classics;Fiction;Romance;Historical;Historical Fiction,March 3rd 2005,251,Barnes & Noble Classics,English
6152,6152,253,191,Devil in Spring,Lisa Kleypas,Historical Romance:Historical Romance,21 Feb 2017,384,AVON BOOKS,English,Scandal in Spring,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,July 25th 2006,374,Avon,English
6155,6155,291,191,Scandal in Spring : The Wallflowers Book 4,Lisa Kleypas,Historical Romance:Historical Romance,29 Mar 2016,374,HarperCollins Publishers Inc,English,Scandal in Spring,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,July 25th 2006,374,Avon,English
6272,6272,2829,194,Dream Man,Linda Howard,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Nov 2005,341,SIMON & SCHUSTER,English,Dream Man,Linda Howard,Romance;Romance;Romantic Suspense;Suspense;Contemporary;Romance;Contemporary Romance;Fantasy;Paranormal,November 1st 2005,368,Pocket Books,English
6340,6340,2590,195,Lady be Good,Susan Elizabeth Phillips,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,08 Jul 2011,400,HarperCollins Publishers Inc,English,Lady Be Good,Susan Elizabeth Phillips,Romance;Contemporary;Romance;Contemporary Romance;Womens Fiction;Chick Lit;Sports and Games;Sports,June 29th 2004,384,Avon,English
6440,6440,1412,196,Savor the Moment,Nora Roberts,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Jul 2012,336,Penguin Putnam Inc,English,Savor the Moment,Nora Roberts;Angela Dawe,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Fiction,April 27th 2010,325,Brilliance Audio,English
6463,6463,2724,196,Savor the Moment,Nora Roberts,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Jul 2011,352,Penguin Putnam Inc,English,Savor the Moment,Nora Roberts;Angela Dawe,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Fiction,April 27th 2010,325,Brilliance Audio,English
6493,6493,164,197,The Darkest Seduction,Gena Showalter,Fantasy:Fantasy Books:Romance:Romance Books,21 Feb 2012,384,Harlequin (UK),English,The Darkest Passion,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,May 21st 2010,438,Mira,English
6494,6494,179,197,The Darkest Surrender,Gena Showalter,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Sep 2011,432,HarperCollins Publishers,English,The Darkest Passion,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,May 21st 2010,438,Mira,English
6495,6495,212,197,The Darkest Secret,Gena Showalter,Romance:Romance Books,29 Mar 2011,416,HarperCollins Publishers,English,The Darkest Passion,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,May 21st 2010,438,Mira,English
6496,6496,590,197,The Darkest Touch : A Spellbinding Paranormal Romance Novel,Gena Showalter,Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Mar 2015,496,Harlequin Books,English,The Darkest Passion,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,May 21st 2010,438,Mira,English
6497,6497,603,197,The Darkest Whisper,Gena Showalter,Fantasy:Fantasy Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Aug 2009,416,HarperCollins Publishers,English,The Darkest Passion,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,May 21st 2010,438,Mira,English
6501,6501,1061,197,The Darkest Craving,Gena Showalter,Romance:Romance Books,30 Jul 2013,466,Harlequin,English,The Darkest Passion,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,May 21st 2010,438,Mira,English
6507,6507,2515,197,The Darkest Promise,Gena Showalter,Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Mar 2018,512,HQN,English,The Darkest Passion,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,May 21st 2010,438,Mira,English
6531,6531,339,199,Again the Magic,Lisa Kleypas,Historical Romance:Historical Romance,26 May 2015,391,AVON BOOKS,English,Again the Magic,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Adult,May 26th 2015,391,Avon,English
